	meaning	txt_lug	langvar_uid_lug	txt_eng	langvar_uid_eng
6849	10166644	kambe	lug-000	knife	eng-000
6851	10166919	kambula	lug-000	plunder	eng-000
6852	10167042	kambwe	lug-000	fierce	eng-000
6853	10167042	kambwe	lug-000	sharp	eng-000
6854	19491653	kamera	lug-000	camera	eng-000
6857	30780771	kamera	lug-000	movie camera	eng-000
6859	19491655	kamogo	lug-000	flaw	eng-000
6860	19491656	kamooli	lug-000	vent	eng-000
6861	19491657	kampwaakipwaaki	lug-000	snack	eng-000
6862	19491658	kamulari	lug-000	pepper	eng-000
6864	19491659	kamuli kakawoowo	lug-000	rose	eng-000
6865	19491660	kamunye	lug-000	hawk	eng-000
6867	10166292	kamwa	lug-000	mouth	eng-000
6869	10167183	kamwano	lug-000	razor	eng-000
6870	19491662	kamweeno	lug-000	razor blade	eng-000
6871	19491663	kamweenyomweenyo	lug-000	smile	eng-000
6872	19491664	kamyu	lug-000	hare	eng-000
6873	19491665	kamyu	lug-000	rabbit	eng-000
6874	19491666	kanada	lug-000	Canada	eng-000
6877	10166798	kanakana	lug-000	shake	eng-000
6878	10166798	kanakana	lug-000	tremble	eng-000
6879	10166965	kanga	lug-000	threaten	eng-000
6880	19491667	kanisa	lug-000	church	eng-000
6881	19491727	kawanika	lug-000	bra	eng-000
6882	10166637	kanyala	lug-000	banana	eng-000
6883	19491668	kanyamberege	lug-000	crisis	eng-000
6884	19491669	kanyolo	lug-000	knob	eng-000
6885	19491670	kanyonyi komuka	lug-000	jet	eng-000
6886	19491671	kanyonyi namunkanga	lug-000	helicopter	eng-000
6887	19491672	kanzu	lug-000	tunic	eng-000
6888	97793	kapa	lug-000	cat	eng-000
6893	19491674	kapiira	lug-000	balloon	eng-000
6894	19491675	kappusi akato	lug-000	kitten	eng-000
6896	19491676	kaputeeni	lug-000	captain	eng-000
6898	19491654	kammwa	lug-000	razor blade	eng-000
6899	19491677	kasaanikira	lug-000	bottle cap	eng-000
6900	19491678	kasaayi	lug-000	red	eng-000
6902	19491680	kasambula	lug-000	July	eng-000
6903	19491681	kasasiro	lug-000	garbage	eng-000
6904	19491682	kasasiro	lug-000	junk	eng-000
6905	19491683	kasasiro	lug-000	rubbish	eng-000
6906	19491684	kasasiro	lug-000	trash	eng-000
6910	30768737	kasasiro	lug-000	refuse	eng-000
6917	19491685	kaseera	lug-000	moment	eng-000
6920	19491687	kasengejja	lug-000	filter	eng-000
6921	19491688	kasenya	lug-000	toothbrush	eng-000
6923	19491690	kasiisira	lug-000	cabin	eng-000
6924	19491691	kasiko	lug-000	scrub	eng-000
6925	10166310	kasimba	lug-000	genet	eng-000
6927	19491693	kasimu	lug-000	cell phone	eng-000
6928	19491694	kasimu	lug-000	nerve	eng-000
6929	19491695	kasirikiriri	lug-000	silent	eng-000
6931	19491696	kasirikiriro	lug-000	quiet	eng-000
6932	19491697	kasisira	lug-000	hut	eng-000
6933	19491698	kasolo	lug-000	penis	eng-000
6934	10166704	kasolya	lug-000	thatched roof	eng-000
6935	19491699	kasolya	lug-000	roof	eng-000
6936	19491700	kasongezo	lug-000	point	eng-000
6937	19491701	kasoobo	lug-000	slowly	eng-000
6939	10166995	kasooli	lug-000	maize	eng-000
6940	19491702	kasooli	lug-000	corn	eng-000
6944	10166586	kata	lug-000	head-pad	eng-000
6945	19491704	katabo	lug-000	booklet	eng-000
6946	19491705	katabo	lug-000	brochure	eng-000
6947	19491706	katakketakke	lug-000	brown	eng-000
6950	19491707	katale	lug-000	market	eng-000
6951	19491708	katambaala	lug-000	handkerchief	eng-000
6952	19491709	kategula	lug-000	tile	eng-000
6953	19491710	katemba	lug-000	comedy	eng-000
6954	19491711	katemba	lug-000	drama	eng-000
6958	19491712	kati	lug-000	now	eng-000
6962	10166914	katiko	lug-000	mushroom	eng-000
6964	19491715	katimba	lug-000	cage	eng-000
6965	19491716	katimba	lug-000	net	eng-000
6966	10166972	katonda	lug-000	god	eng-000
6967	19491717	katonda	lug-000	God	eng-000
6969	19491718	katonnyeze	lug-000	dot	eng-000
6970	19491719	katuli	lug-000	socket	eng-000
6971	19491720	katunda	lug-000	passion fruit	eng-000
6972	19491721	katungulu	lug-000	onion	eng-000
6974	19491723	kavuyo	lug-000	chaos	eng-000
6975	10166535	kawaala	lug-000	peak	eng-000
6976	10166535	kawaala	lug-000	top	eng-000
6977	10166564	kawaali	lug-000	smallpox	eng-000
6980	19491725	kawale	lug-000	underwear	eng-000
6981	19491726	kawanga	lug-000	skull	eng-000
6982	19491728	kawefube	lug-000	busy	eng-000
6985	19491729	kawo	lug-000	pea	eng-000
6987	19491730	kawulire	lug-000	pamphlet	eng-000
6988	19491731	kawulula	lug-000	beaver	eng-000
6989	19491732	kawumbi	lug-000	billion	eng-000
6993	19491733	kawuna	lug-000	tag	eng-000
6994	19491734	kawundo	lug-000	bat	eng-000
6995	19491735	kawunga ka kasooli	lug-000	maize flour	eng-000
6996	19491736	kawunga kʼengaano	lug-000	wheat flour	eng-000
6997	19491737	kawungeezi	lug-000	evening	eng-000
6998	19491738	kawuzi	lug-000	band	eng-000
6999	19491739	kawuzi	lug-000	knot	eng-000
7002	19491741	kayozi	lug-000	kangaroo rat	eng-000
7003	19491742	kayu	lug-000	toilet	eng-000
7004	19491743	kayumba	lug-000	cabin	eng-000
7006	19491745	kayuuguumo	lug-000	upheaval	eng-000
7007	19491746	kazambi	lug-000	filth	eng-000
7008	19491747	kazambi	lug-000	sewage	eng-000
7011	19491748	kazannyo	lug-000	ruse	eng-000
7012	19491749	kazannyo	lug-000	trick	eng-000
7013	19491750	kazanyirizi	lug-000	comedian	eng-000
7015	10166570	kazi	lug-000	woman	eng-000
7016	10166571	kazi	lug-000	wife	eng-000
7017	19491751	kazindaalo	lug-000	microphone	eng-000
7018	19491753	keeki	lug-000	cake	eng-000
7021	19491754	keesi	lug-000	suitcase	eng-000
7022	19491755	keleziya	lug-000	church	eng-000
7023	10166716	kendeera	lug-000	diminish	eng-000
7024	10166716	kendeera	lug-000	grow less	eng-000
7025	10167159	kenema	lug-000	melt	eng-000
7026	10167226	kenkula	lug-000	get fat	eng-000
7027	10167068	kenya	lug-000	drop	eng-000
7028	10167068	kenya	lug-000	throw down	eng-000
7029	19491757	kenya	lug-000	Kenya	eng-000
7030	10166521	kere	lug-000	frog	eng-000
7031	19491758	kerere	lug-000	noise	eng-000
7034	10166591	keta	lug-000	cut	eng-000
7035	10166999	kiro	lug-000	night	eng-000
7038	19491759	ki	lug-000	what	eng-000
7042	10166326	kibaala	lug-000	ant-hill	eng-000
7043	19491761	kibafu	lug-000	tub	eng-000
7044	30772139	kibafu	lug-000	bath	eng-000
7045	30772139	kibafu	lug-000	bathing tub	eng-000
7046	30772139	kibafu	lug-000	bathtub	eng-000
7049	19491762	kibajje	lug-000	sculpture	eng-000
7050	19491763	kibajjo	lug-000	slice	eng-000
7051	10166838	kibala	lug-000	fruit	eng-000
7053	19491765	kibala	lug-000	pear	eng-000
7054	19491766	kibala ekikaze	lug-000	raisin	eng-000
7055	19491767	kibalagavu	lug-000	gorgeous	eng-000
7056	10166911	kibangaazi	lug-000	open space	eng-000
7057	19491768	kibangirize	lug-000	park	eng-000
7058	10166334	kibanja	lug-000	plot of ground	eng-000
7059	19491769	kibanja	lug-000	plot	eng-000
7060	19491770	kibanyi	lug-000	shelf	eng-000
7061	10166476	kibatu	lug-000	palm	eng-000
7063	20272519	kibatu	lug-000	hand	eng-000
7064	19491772	kibaya	lug-000	crib	eng-000
7065	10166841	kibbo	lug-000	basket	eng-000
7067	19491774	kibe	lug-000	fox	eng-000
7068	19491775	kibe	lug-000	jackal	eng-000
7069	10166390	kibeele	lug-000	udder	eng-000
7070	19491776	kibeera kukimuli	lug-000	petal	eng-000
7072	10166675	kibegabega	lug-000	shoulder	eng-000
7073	10166589	kibera	lug-000	look at	eng-000
7074	10166589	kibera	lug-000	examine	eng-000
7075	19491777	kibi	lug-000	bad	eng-000
7076	19491778	kibi	lug-000	evil	eng-000
7077	19491779	kibi ennyo	lug-000	terrible	eng-000
7078	19491780	kibi nnyo	lug-000	worst	eng-000
7080	19491781	kibiina	lug-000	association	eng-000
7081	19491782	kibiina	lug-000	class	eng-000
7082	19491783	kibiina	lug-000	classroom	eng-000
7083	10166705	kibinja	lug-000	flock	eng-000
7084	10166705	kibinja	lug-000	group	eng-000
7085	10166705	kibinja	lug-000	pack	eng-000
7086	19491784	kibinja	lug-000	crowd	eng-000
7087	19491785	kibinja	lug-000	gang	eng-000
7089	10166818	kibira	lug-000	forest	eng-000
7091	19491788	kibira ekikwafu	lug-000	jungle	eng-000
7092	19491789	kibira ekikwafu	lug-000	rain forest	eng-000
7093	19491790	kibisi	lug-000	raw	eng-000
7094	19491791	kibisi	lug-000	wet	eng-000
7095	19491792	kibuga	lug-000	city	eng-000
7096	19491793	kibuga	lug-000	town	eng-000
7097	19491794	kibuguma	lug-000	warm	eng-000
7098	10166290	kibumba	lug-000	liver	eng-000
7100	19491796	kibumbe	lug-000	sculpture	eng-000
7104	10166575	kibuno	lug-000	palate	eng-000
7105	19491798	kibuno	lug-000	gum	eng-000
7106	19491799	kibuumbe	lug-000	pottery	eng-000
7107	19491800	kibuuzo ekyobusiru	lug-000	riddle	eng-000
7108	19491801	kibuyaga	lug-000	wind	eng-000
7114	19491803	kicupuli	lug-000	bogus	eng-000
7116	19491804	kiddirira	lug-000	next	eng-000
7117	19491805	kiddukano	lug-000	diarrhea	eng-000
7118	19491806	kide	lug-000	bell	eng-000
7119	10166387	kidiba	lug-000	pool	eng-000
7120	19491807	kidiba	lug-000	pond	eng-000
7122	19491809	kidiba	lug-000	swimming pool	eng-000
7123	19491810	kidomola	lug-000	jerry can	eng-000
7124	19491811	kidukka ekidduka enyo	lug-000	rocket	eng-000
7125	19491812	kidyeri	lug-000	ferry	eng-000
7126	19491813	kifaananyi	lug-000	image	eng-000
7127	19491814	kifaananyi	lug-000	photograph	eng-000
7128	19491815	kifaananyi	lug-000	picture	eng-000
7129	19491816	kifananyi	lug-000	painting	eng-000
7130	19491817	kifi	lug-000	piece	eng-000
7131	19491818	kifo	lug-000	place	eng-000
7133	19491820	kifo awakalirirwa emeere	lug-000	oven	eng-000
7134	19491821	kifo awalabibwa emizimu	lug-000	haunted	eng-000
7135	19491822	kifo awaterekebwa ebisolo	lug-000	zoo	eng-000
7136	19491823	kifo ekimu	lug-000	somewhere	eng-000
7137	19491824	kifu	lug-000	dead	eng-000
7138	10166850	kifuba	lug-000	chest	eng-000
7140	19491826	kifuba	lug-000	cough	eng-000
7141	19491827	kifulukwa	lug-000	shell	eng-000
7142	19491828	kifunda	lug-000	narrow	eng-000
7144	10166983	kifundikiro	lug-000	knot	eng-000
7145	19491829	kigaali	lug-000	cart	eng-000
7146	19491830	kigalanga	lug-000	bug	eng-000
7147	10166473	kigambo	lug-000	affair	eng-000
7148	10167105	kigambo	lug-000	word	eng-000
7150	19491832	kigatte	lug-000	carton	eng-000
7151	19491833	kigazi	lug-000	wide	eng-000
7152	10166366	kigembe	lug-000	snare	eng-000
7153	10166366	kigembe	lug-000	trap	eng-000
7154	19491834	kigendererwa	lug-000	goal	eng-000
7155	19491835	kigendererwa	lug-000	purpose	eng-000
7156	19491836	kigenze	lug-000	gone	eng-000
7157	19491837	kigenze	lug-000	left	eng-000
7160	19491838	kigere	lug-000	foot	eng-000
7161	19491839	kigere kyensolo	lug-000	paw	eng-000
7162	19491840	kigezo	lug-000	examination	eng-000
7163	19491841	kigezo	lug-000	test	eng-000
7164	19491842	kiggala	lug-000	deaf	eng-000
7166	19491843	kiggali	lug-000	wagon	eng-000
7167	19491844	kigonda	lug-000	soft	eng-000
7169	19491845	kigonvu	lug-000	tender	eng-000
7171	19491846	kigwaanidde	lug-000	essential	eng-000
7172	19491847	kigwo	lug-000	fall	eng-000
7173	19491848	kijama	lug-000	dirty	eng-000
7174	19491849	kijanjaalo	lug-000	bean	eng-000
7175	10166659	kijanyaalo	lug-000	bean	eng-000
7176	10167106	kijiiko	lug-000	spoon	eng-000
7178	19491851	kijingirire	lug-000	forgery	eng-000
7179	19491852	kijjukizo	lug-000	memorial	eng-000
7180	19491853	kijjulo	lug-000	feast	eng-000
7181	19491854	kijjulo	lug-000	meal	eng-000
7182	10166474	kika	lug-000	clan	eng-000
7184	19491856	kika kya mbalasi	lug-000	pony	eng-000
7185	19491857	kika kyamuti	lug-000	oak	eng-000
7187	19491858	kikaawa	lug-000	bitter	eng-000
7188	19491859	kikaawa	lug-000	sore	eng-000
7189	19491860	kikadde	lug-000	old	eng-000
7190	10167094	kikajjo	lug-000	sugar cane	eng-000
7191	19491861	kikajjo	lug-000	sugarcane	eng-000
7194	19491862	kikalabula	lug-000	rough	eng-000
7195	19491863	kikalu	lug-000	dry	eng-000
7196	19491864	kikalu	lug-000	empty	eng-000
7198	19491865	kikapu	lug-000	bag	eng-000
7199	19491866	kikawa	lug-000	sour	eng-000
7200	30765944	kikawa	lug-000	acid	eng-000
7202	30765944	kikawa	lug-000	tart	eng-000
7204	19491867	kikazi	lug-000	female	eng-000
7206	10166521	kikere	lug-000	frog	eng-000
7208	19491869	kikere	lug-000	toad	eng-000
7209	20272553	kiki	lug-000	what	eng-000
7210	19491870	kikko	lug-000	valley	eng-000
7211	19491871	kikofira	lug-000	helmet	eng-000
7212	19491872	kikole	lug-000	artificial	eng-000
7213	19491873	kikolimo	lug-000	curse	eng-000
7214	10166378	kikolo	lug-000	root	eng-000
7216	19491875	kikologo	lug-000	yoke	eng-000
7217	19491876	kikololo	lug-000	cough	eng-000
7218	19491877	kikolwa	lug-000	act	eng-000
7219	19491878	kikome	lug-000	gray	eng-000
7221	19491879	kikomera	lug-000	wall	eng-000
7222	10166485	kikomo	lug-000	brass	eng-000
7223	10166485	kikomo	lug-000	copper	eng-000
7224	19491880	kikomo	lug-000	bracelet	eng-000
7225	19491881	kikomo	lug-000	cooper	eng-000
7227	19491882	kikomo kyomubulago	lug-000	necklace	eng-000
7228	10166642	kikonde	lug-000	fist	eng-000
7230	19491884	kikono	lug-000	handle	eng-000
7231	10166291	kikoola	lug-000	leaf	eng-000
7233	19491886	kikoosi	lug-000	gang	eng-000
7234	10166629	kikopo	lug-000	mug	eng-000
7235	10166629	kikopo	lug-000	pot	eng-000
7236	19491887	kikopo	lug-000	cup	eng-000
7237	19491888	kikosi	lug-000	group	eng-000
7238	19491889	kikula kyʼomuntu	lug-000	sex	eng-000
7239	10167041	kikumi	lug-000	hundred	eng-000
7242	10166328	kikuta	lug-000	skin	eng-000
7243	19491891	kikuubo	lug-000	alley	eng-000
7244	19491892	kikwaaso	lug-000	pin	eng-000
7245	19491893	kikwafu	lug-000	thick	eng-000
7247	32691005	kikwafu	lug-000	dark	eng-000
7249	19491894	kikwatwako	lug-000	handle	eng-000
7250	19491895	kikwekweeto	lug-000	raid	eng-000
7251	19491896	kikyupuli	lug-000	forgery	eng-000
7252	19491897	kilaamo	lug-000	will	eng-000
7253	19491898	kilagala	lug-000	green	eng-000
7255	19491899	kilala	lug-000	other	eng-000
7256	10166534	kile	lug-000	cloud	eng-000
7257	10166353	kilevu	lug-000	beard	eng-000
7258	19491901	kilinika	lug-000	clinic	eng-000
7260	30768259	kilinika	lug-000	hospital	eng-000
7262	19491902	kilooto	lug-000	dream	eng-000
7263	19491903	kiloto ekyetisa	lug-000	nightmare	eng-000
7264	19491904	kilowoozo	lug-000	idea	eng-000
7265	19491905	kilowoozo	lug-000	thought	eng-000
7266	19491906	kilungi	lug-000	nice	eng-000
7268	19491907	kilungi nnyo	lug-000	wonderful	eng-000
7269	30771941	kilungi nnyo	lug-000	amazing	eng-000
7271	30771941	kilungi nnyo	lug-000	awesome	eng-000
7272	30771941	kilungi nnyo	lug-000	fab	eng-000
7273	30771941	kilungi nnyo	lug-000	fabulous	eng-000
7275	30771941	kilungi nnyo	lug-000	marvelous	eng-000
7277	30771941	kilungi nnyo	lug-000	wondrous	eng-000
7279	10166598	kima	lug-000	monkey	eng-000
7280	19491908	kimala	lug-000	enough	eng-000
7281	19491909	kimansulo	lug-000	nudity	eng-000
7282	19491910	kimera	lug-000	crop	eng-000
7283	19491911	kimera tekirina bikola	lug-000	cactus	eng-000
7285	19491912	kimmemmette	lug-000	concentration	eng-000
7286	19491913	kimpi	lug-000	short	eng-000
7287	19491914	kimu ekyʼokubiri	lug-000	half	eng-000
7288	19491915	kimu ekyʼokuna	lug-000	quarter	eng-000
7289	10167210	kimuli	lug-000	flower	eng-000
7292	28620091	kimuli	lug-000	bloom	eng-000
7293	28620091	kimuli	lug-000	blossom	eng-000
7295	19491917	kimusanyufu	lug-000	unhappy	eng-000
7298	19491918	kimyanso	lug-000	reflection	eng-000
7299	19491919	kinaabiro	lug-000	bathroom	eng-000
7300	19491920	kinabilo	lug-000	bath	eng-000
7301	19491921	kinazi	lug-000	palm	eng-000
7302	19491922	kindaazi	lug-000	cake	eng-000
7303	10167201	kindu	lug-000	date palm	eng-000
7305	19491924	kinene	lug-000	big	eng-000
7306	19491925	kinene	lug-000	great	eng-000
7307	19491926	kinene	lug-000	huge	eng-000
7308	19491927	kinene	lug-000	large	eng-000
7309	19491928	kingi	lug-000	lot	eng-000
7310	19491929	kingi	lug-000	more	eng-000
7311	10166446	kinjagali	lug-000	thigh	eng-000
7312	19491930	kinkumu	lug-000	fingerprint	eng-000
7313	10166814	kinnya	lug-000	hole	eng-000
7314	10166814	kinnya	lug-000	pit	eng-000
7315	19491931	kinnyampo	lug-000	fart	eng-000
7316	19491932	kino kisolo	lug-000	panda	eng-000
7318	19491933	kinonomu	lug-000	each	eng-000
7320	10166821	kintu	lug-000	thing	eng-000
7323	19491935	kintu ekimu	lug-000	something	eng-000
7324	19491936	kintu ekinene	lug-000	giant	eng-000
7325	19491938	kintu ekyensonda essatu	lug-000	rectangle	eng-000
7326	19491937	kintu ekyʼensonda essatu	lug-000	triangle	eng-000
7327	19491939	kintu kyowulira mumubiri	lug-000	feeling	eng-000
7329	19491941	kintu okugwawo nga tomanyi	lug-000	surprise	eng-000
7330	19491942	kinusu	lug-000	coin	eng-000
7331	19491943	kinuulo	lug-000	hoof	eng-000
7332	19491944	kinuuna	lug-000	sponge	eng-000
7333	19491945	kinya	lug-000	gecko	eng-000
7334	19491946	kinyeebwa	lug-000	peanut	eng-000
7335	19491947	kinyonyi	lug-000	bird	eng-000
7336	19491948	kinyoozi	lug-000	barber	eng-000
7338	30781110	kinyoozi	lug-000	hairdresser	eng-000
7340	19491949	kinyusi	lug-000	core	eng-000
7341	19491950	kipapaali	lug-000	orange	eng-000
7343	19491951	kipimo	lug-000	measure	eng-000
7344	19491952	kipya	lug-000	fresh	eng-000
7345	19491953	kipya	lug-000	new	eng-000
7347	10166448	kira	lug-000	become burnt	eng-000
7348	10166597	kira	lug-000	tail	eng-000
7349	19491954	kirabika obulungi	lug-000	pretty	eng-000
7350	19491955	kirabo	lug-000	gift	eng-000
7351	19491956	kirabo	lug-000	present	eng-000
7352	19491957	kirabo	lug-000	prize	eng-000
7354	20272485	kiragala	lug-000	green	eng-000
7355	19491959	kirala	lug-000	another	eng-000
7356	19491960	kirawuli	lug-000	glass	eng-000
7357	19491961	kire	lug-000	cloud	eng-000
7359	19491963	kiri	lug-000	it	eng-000
7361	19491964	kirime	lug-000	plant	eng-000
7362	19491965	kirimunda	lug-000	content	eng-000
7364	19491967	kirombe	lug-000	mine	eng-000
7365	10166559	kirooto	lug-000	dream	eng-000
7366	19491968	kirungi	lug-000	beautiful	eng-000
7367	19491969	kirungi	lug-000	good	eng-000
7368	19491970	kiruyi	lug-000	vengeance	eng-000
7369	19491971	kirwanirirwa	lug-000	cause	eng-000
7370	10167092	kisa	lug-000	hide	eng-000
7371	19491972	kisa	lug-000	grace	eng-000
7372	19491973	kisa	lug-000	pity	eng-000
7373	10166706	kisaaganda	lug-000	bale	eng-000
7374	10166706	kisaaganda	lug-000	bundle	eng-000
7375	10166706	kisaaganda	lug-000	pack	eng-000
7376	19491974	kisaaganda	lug-000	bunch	eng-000
7377	19491975	kisaaganda kyʼebimuli	lug-000	bouquet	eng-000
7378	19491976	kisaakaate	lug-000	wall	eng-000
7379	19491977	kisaanidde	lug-000	appropriate	eng-000
7380	19491978	kisaawe	lug-000	field	eng-000
7382	19491980	kisaawe kyʼennyonyi	lug-000	airport	eng-000
7383	19491981	kisabika	lug-000	jacket	eng-000
7384	19491982	kisago	lug-000	injury	eng-000
7385	19491983	kisago	lug-000	wound	eng-000
7386	10167151	kisaka	lug-000	thicket	eng-000
7388	19491984	kisaka	lug-000	bush	eng-000
7389	19491985	kisale	lug-000	fee	eng-000
7390	10166435	kisambi	lug-000	thigh	eng-000
7392	19491987	kisamusaamu	lug-000	reasonable	eng-000
7393	19491988	kisanduuko	lug-000	box	eng-000
7394	19491989	kisanirizo	lug-000	comb	eng-000
7395	19491990	kisanja	lug-000	term	eng-000
7396	19491991	kisanyi	lug-000	caterpillar	eng-000
7397	10166765	kisasilo	lug-000	garbage	eng-000
7398	10166765	kisasilo	lug-000	rubbish	eng-000
7399	19491992	kisawe	lug-000	playground	eng-000
7400	19491993	kiseera	lug-000	time	eng-000
7401	19491994	kiseere	lug-000	expensive	eng-000
7402	19491995	kiselakyona	lug-000	always	eng-000
7403	19491996	kisemba	lug-000	last	eng-000
7404	10167143	kisenge	lug-000	wall	eng-000
7405	19491997	kisenge	lug-000	lounge	eng-000
7406	19491998	kisenge	lug-000	room	eng-000
7409	19492000	kisenge ekinene	lug-000	hall	eng-000
7410	19492001	kisenge ekisulwaamu	lug-000	bedroom	eng-000
7411	19492002	kisero	lug-000	basket	eng-000
7412	19492003	kisesa	lug-000	funny	eng-000
7413	10167122	kisige	lug-000	eyebrow	eng-000
7414	19492004	kisige	lug-000	eye brow	eng-000
7415	19492005	kisige	lug-000	hair line	eng-000
7416	19492006	kisiibo	lug-000	fast	eng-000
7417	19492007	kisiige	lug-000	painting	eng-000
7418	19492008	kisiikirize	lug-000	shade	eng-000
7419	19492009	kisikirize	lug-000	shadow	eng-000
7420	19492010	kisimbe	lug-000	plant	eng-000
7421	19492011	kisinga	lug-000	most	eng-000
7422	10166984	kisinz	lug-000	heel	eng-000
7423	19492012	kisinzibwa	lug-000	idol	eng-000
7424	10166875	kiso	lug-000	knife	eng-000
7425	10167238	kiso	lug-000	sword	eng-000
7427	19492014	kisoboka	lug-000	possible	eng-000
7428	19492015	kisodde	lug-000	gorilla	eng-000
7429	19492016	kisolo	lug-000	animal	eng-000
7430	19492017	kisolo	lug-000	bear	eng-000
7431	19492018	kisolo kifanana enagbi	lug-000	deer	eng-000
7432	19492019	kisongovu	lug-000	sharp	eng-000
7433	19492020	kisooka	lug-000	first	eng-000
7434	19492021	kisosonkole	lug-000	shell	eng-000
7435	10167168	kissi	lug-000	bait	eng-000
7436	19492022	kisuffu	lug-000	excellent	eng-000
7438	10166968	kisukilize	lug-000	shade	eng-000
7439	10166968	kisukilize	lug-000	shadow	eng-000
7440	10167013	kisulo	lug-000	accommodation	eng-000
7441	10167013	kisulo	lug-000	sleeping-place	eng-000
7442	19492023	kisulo	lug-000	dormitory	eng-000
7443	19492024	kisulo	lug-000	habitat	eng-000
7445	19492026	kisumuluzo	lug-000	key	eng-000
7446	19492027	kisusunku	lug-000	nest	eng-000
7447	19492028	kisuubizo	lug-000	promise	eng-000
7448	19492029	kiswa	lug-000	ant hill	eng-000
7450	10167172	kita	lug-000	calabash	eng-000
7451	19492030	kita	lug-000	container	eng-000
7452	19492031	kita	lug-000	gourd	eng-000
7453	19492032	kitabo	lug-000	book	eng-000
7454	19492033	kitagwaanidde	lug-000	inappropriate	eng-000
7455	19492034	kitaka	lug-000	brown	eng-000
7458	19492035	kitalabika	lug-000	invisible	eng-000
7459	19492036	kitali kitabule	lug-000	pure	eng-000
7460	19492037	kitaliiko kamogo	lug-000	perfect	eng-000
7461	19492038	kitalikyabulijjo	lug-000	unusual	eng-000
7462	19492039	kitambaala	lug-000	cloth	eng-000
7463	10166780	kitambiro	lug-000	sacrifice	eng-000
7464	19492040	kitamiiza	lug-000	alcohol	eng-000
7465	10166371	kitanda	lug-000	bed	eng-000
7467	19492042	kitangaala	lug-000	light	eng-000
7469	10166791	kitange	lug-000	my father	eng-000
7470	19492043	kitasoboka	lug-000	impossible	eng-000
7472	19492045	kitategeerekeka	lug-000	ambiguous	eng-000
7473	19492046	kitebereze	lug-000	guess	eng-000
7474	19492047	kiteebereka	lug-000	unavoidable	eng-000
7475	19492048	kiteeso	lug-000	idea	eng-000
7476	19492049	kitegeeza	lug-000	mean	eng-000
7478	19492050	kitereevu	lug-000	flat	eng-000
7479	19492051	kiteteeyi	lug-000	dress	eng-000
7480	19492052	kitewalika	lug-000	unavoidable	eng-000
7481	10166727	kiti	lug-000	haft	eng-000
7482	10166727	kiti	lug-000	handle	eng-000
7483	19492053	kiti	lug-000	category	eng-000
7484	19492054	kiti	lug-000	log	eng-000
7485	19492055	kitibwa	lug-000	title	eng-000
7486	19492056	kitiibwa	lug-000	respect	eng-000
7487	19492057	kitiiyo	lug-000	spade	eng-000
7488	19492058	kitimba	lug-000	internet	eng-000
7489	19492059	kitisa	lug-000	fierce	eng-000
7490	19492060	kitiyo	lug-000	shovel	eng-000
7491	19492061	kito	lug-000	young	eng-000
7494	19492062	kitobba	lug-000	October	eng-000
7495	19492063	kitobu	lug-000	damp	eng-000
7496	19492064	kitogi	lug-000	collar	eng-000
7497	10166812	kitole	lug-000	clod	eng-000
7498	10166812	kitole	lug-000	lump	eng-000
7500	19492066	kitole	lug-000	peace	eng-000
7501	19492067	kitonde ekyemizimu	lug-000	fairy	eng-000
7502	19492068	kitone	lug-000	gift	eng-000
7503	19492069	kitone	lug-000	talent	eng-000
7504	19492070	kitongole	lug-000	department	eng-000
7505	19492071	kitongole	lug-000	organization	eng-000
7506	19492072	kitono	lug-000	few	eng-000
7507	19492073	kitono	lug-000	less	eng-000
7508	19492074	kitono	lug-000	little	eng-000
7509	19492075	kitono	lug-000	small	eng-000
7510	19492076	kitono	lug-000	tiny	eng-000
7511	30776261	kitono	lug-000	bantam	eng-000
7512	30776261	kitono	lug-000	diminutive	eng-000
7513	30776261	kitono	lug-000	flyspeck	eng-000
7514	30776261	kitono	lug-000	lilliputian	eng-000
7515	30776261	kitono	lug-000	midget	eng-000
7516	30776261	kitono	lug-000	petite	eng-000
7519	19492077	kitontome	lug-000	monologue	eng-000
7520	19492078	kitoogo	lug-000	papyrus	eng-000
7521	10166638	kitooke	lug-000	banana	eng-000
7522	19492079	kitufu	lug-000	correct	eng-000
7523	19492080	kitukuvu	lug-000	bright	eng-000
7524	10166839	kituli	lug-000	hole	eng-000
7525	10166839	kituli	lug-000	nest	eng-000
7527	19492082	kitundu	lug-000	area	eng-000
7528	19492083	kitundu	lug-000	half	eng-000
7529	19492084	kitundu	lug-000	part	eng-000
7530	19492085	kitungununa	lug-000	sour	eng-000
7531	30765944	kitungununa	lug-000	acid	eng-000
7533	30765944	kitungununa	lug-000	tart	eng-000
7535	19492086	kituttwa	lug-000	knot	eng-000
7536	19492087	kituufu	lug-000	actual	eng-000
7537	19492088	kituufu	lug-000	fact	eng-000
7538	19492089	kituufu	lug-000	real	eng-000
7539	19492090	kituufu	lug-000	true	eng-000
7540	20272541	kituundu	lug-000	in	eng-000
7541	19492091	kivumo	lug-000	insult	eng-000
7542	19492092	kivundu	lug-000	smell	eng-000
7543	10166942	kiwabyo	lug-000	scythe	eng-000
7544	10166942	kiwabyo	lug-000	sickle	eng-000
7545	19492093	kiwalazima	lug-000	adrenaline	eng-000
7546	19492094	kiwandiiko	lug-000	document	eng-000
7548	19492096	kiwanvvu	lug-000	deep	eng-000
